ID,Name,SKU,Optional Offer Type,Categories,Description,Short description,Shipping class,Price,Shipping Price,Shipping counts for each unit (Yes/No),Published,Additional Unit Price,Additional Unit Shipping Price,Bonus Shipping Price,Max Quantity Per Order,Continuity,Not Show To Customer
1,MainOfferFreeShippingTwinCream,EBTWCRMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” CREAM",Twin - $19.95,Cream,$19.95,$9.95,yes,1,,,,0,,
2,MainOfferFreeShippingTwinCamel,EBTWCMMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” CAMEL",Twin - $19.95,Camel,$19.95,$9.95,yes,1,,,,0,,
3,MainOfferFreeShippingTwinBrown,EBTWBWMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” BROWN",Twin - $19.95,Brown,$19.95,$9.95,yes,1,,,,0,,
4,MainOfferFreeShippingTwinBlue,EBTWBLMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” BLUE",Twin - $19.95,Blue,$19.95,$9.95,yes,1,,,,1,,
5,MainOfferFreeShippingTwinBurgundy,EBTWBRMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” BURGUNDY",Twin - $19.95,Burgundy,$19.95,$9.95,yes,1,,,,0,,
6,MainOfferFreeShippingTwinWhite,MaintwinWhite,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” WHITE",Twin - $19.95,White,$19.95,$9.95,yes,1,,,,1,,
7,MainOfferFreeShippingTwinLavender,MaintwinLav,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” LAVENDER",Twin - $19.95,Lavender,$19.95,$9.95,yes,1,,,,1,,
8,MainOfferFreeShippingTwinDarkGray,EBTWDKGRAY,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” DARK GRAY",Twin - $19.95,Dark Gray,$19.95,$9.95,yes,1,,,,1,,
9,MainOfferFreeShippingTwinSageGreen,EBTWSGGREEN,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” SAGE GREEN",Twin - $19.95,Sage Green,$19.95,$9.95,yes,1,,,,1,,
10,MainOfferFreeShippingTwinSandShell,EBTWSDSHELL,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” SAND SHELL",Twin - $19.95,Sand Shell,$19.95,$9.95,yes,1,,,,1,,
11,MainOfferFreeShippingTwinXLCream,MaintwinxlCream,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” CREAM",Twin XL - $39.95,Cream,$39.95,$9.95,yes,1,,,,0,,
12,MainOfferFreeShippingTwinXLCamel,MaintwinXLCamel,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” CAMEL",Twin XL - $39.95,Camel,$39.95,$9.95,yes,1,,,,0,,
13,MainOfferFreeShippingTwinXLBrown,MaintwinXLBrown,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” BROWN",Twin XL - $39.95,Brown,$39.95,$9.95,yes,1,,,,0,,
14,MainOfferFreeShippingTwinXLBlue,MaintwinXLBlue,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” BLUE",Twin XL - $39.95,Blue,$39.95,$9.95,yes,1,,,,1,,
15,MainOfferFreeShippingTwinXLBurgundy,MaintwinXLBurgundy,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” BURGUNDY",Twin XL - $39.95,Burgundy,$39.95,$9.95,yes,1,,,,0,,
16,MainOfferFreeShippingTwinXLWhite,MaintwinXLWhite,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” WHITE",Twin XL - $39.95,White,$39.95,$9.95,yes,1,,,,1,,
17,MainOfferFreeShippingTwinXLLavender,MaintwinXLLav,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” LAVENDER",Twin XL - $39.95,Lavender,$39.95,$9.95,yes,1,,,,1,,
18,MainOfferFreeShippingTwinXLDarkGray,MaintwinXLDKGRAY,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” DARK GRAY",Twin XL - $39.95,Dark Gray,$39.95,$9.95,yes,1,,,,1,,
19,MainOfferFreeShippingTwinXLSageGreen,MaintwinXLSGGREEN,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” SAGE GREEN",Twin XL - $39.95,Sage Green,$39.95,$9.95,yes,1,,,,1,,
20,MainOfferFreeShippingTwinXLSandShell,MaintwinXLSDSHELL,,Twin XL,"Twin XL Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-80”x D-16”, (2) pillow cases 20” x 30” SAND SHELL",Twin XL - $39.95,Sand Shell,$39.95,$9.95,yes,1,,,,1,,
21,MainOfferFreeShippingFullCream,EBFLCRMAINB,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” CREAM",Full - $49.95,Cream,$49.95,$9.95,yes,1,,,,0,,
22,MainOfferFreeShippingFullCamel,EBFLCMMAINB,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” CAMEL",Full - $49.95,Camel,$49.95,$9.95,yes,1,,,,0,,
23,MainOfferFreeShippingFullBrown,EBFLBWMAINB,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” BROWN",Full - $49.95,Brown,$49.95,$9.95,yes,1,,,,0,,
24,MainOfferFreeShippingFullBlue,EBFLBLMAINB,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” BLUE",Full - $49.95,Blue,$49.95,$9.95,yes,1,,,,1,,
25,MainOfferFreeShippingFullBurgundy,EBFLBRMAINB,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” BURGUNDY",Full - $49.95,Burgundy,$49.95,$9.95,yes,1,,,,0,,
26,MainOfferFreeShippingFullWhite,MainFullWhite,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” WHITE",Full - $49.95,White,$49.95,$9.95,yes,1,,,,1,,
27,MainOfferFreeShippingFullLavender,MainFullLav,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” LAVENDER",Full - $49.95,Lavender,$49.95,$9.95,yes,1,,,,1,,
28,MainOfferFreeShippingFullDarkGray,EBFLDKGRAYMAINB,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” DARK GRAY",Full - $49.95,Dark Gray,$49.95,$9.95,yes,1,,,,0,,
29,MainOfferFreeShippingFullSageGreen,MainFullSGGREEN,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” SAGE GREEN",Full - $49.95,Sage Green,$49.95,$9.95,yes,1,,,,0,,
30,MainOfferFreeShippingFullSandShell,MainFullSDSHELL,,Full,"Full Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98”, (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillow cases 20” x 30” SAND SHELL",Full - $49.95,Sand Shell,$49.95,$9.95,yes,1,,,,1,,
31,MainOfferFreeShippingQueenCream,EBQNCRMAINB,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” CREAM",Queen - $59.95,Cream,$59.95,$9.95,yes,1,,,,0,,
32,MainOfferFreeShippingQueenCamel,EBQNCMMAINB,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” CAMEL",Queen - $59.95,Camel,$59.95,$9.95,yes,1,,,,0,,
33,MainOfferFreeShippingQueenBrown,EBQNBWMAINB,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” BROWN",Queen - $59.95,Brown,$59.95,$9.95,yes,1,,,,0,,
34,MainOfferFreeShippingQueenBlue,EBQNBLMAINB,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” BLUE",Queen - $59.95,Blue,$59.95,$9.95,yes,1,,,,1,,
35,MainOfferFreeShippingQueenBurgundy,EBQNBRMAINB,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” BURGUNDY",Queen - $59.95,Burgundy,$59.95,$9.95,yes,1,,,,0,,
36,MainOfferFreeShippingQueenWhite,MainQueenWhite,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” WHITE",Queen - $59.95,White,$59.95,$9.95,yes,1,,,,1,,
37,MainOfferFreeShippingQueenLavender,MainQueenLav,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” LAVENDER",Queen - $59.95,Lavender,$59.95,$9.95,yes,1,,,,0,,
38,MainOfferFreeShippingQueenDarkGray,EBQNDKGRAYMAINB,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” DARK GRAY",Queen - $59.95,Dark Gray,$59.95,$9.95,yes,1,,,,1,,
39,MainOfferFreeShippingQueenSageGreen,MainQueenSGGREEN,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” SAGE GREEN",Queen - $59.95,Sage Green,$59.95,$9.95,yes,1,,,,1,,
40,MainOfferFreeShippingQueenSandShell,MainQueenSDSHELL,,Queen,"Queen Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108”, (1) fitted sheet W-60” x L-80” x D-18”, (2) pillow cases 20” x 30” SAND SHELL",Queen - $59.95,Sand Shell,$59.95,$9.95,yes,1,,,,1,,
41,MainOfferFreeShippingKingCream,EBKGCRMAINB,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” CREAM",King - $69.95,Cream,$69.95,$9.95,yes,1,,,,0,,
42,MainOfferFreeShippingKingCamel,EBKGCMMAINB,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” CAMEL",King - $69.95,Camel,$69.95,$9.95,yes,1,,,,0,,
43,MainOfferFreeShippingKingBrown,EBKGBWMAINB,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” BROWN",King - $69.95,Brown,$69.95,$9.95,yes,1,,,,1,,
44,MainOfferFreeShippingKingBlue,EBKGBLMAINB,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” BLUE",King - $69.95,Blue,$69.95,$9.95,yes,1,,,,0,,
45,MainOfferFreeShippingKingBurgundy,EBKGBRMAINB,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” BURGUNDY",King - $69.95,Burgundy,$69.95,$9.95,yes,1,,,,1,,
46,MainOfferFreeShippingKingWhite,MainKingWhite,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” WHITE",King - $69.95,White,$69.95,$9.95,yes,1,,,,0,,
47,MainOfferFreeShippingKingLavender,MainKingLav,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” LAVENDER",King - $69.95,Lavender,$69.95,$9.95,yes,1,,,,1,,
48,MainOfferFreeShippingKingDarkGray,EBKGDKGRAYMAINB,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” DARK GRAY",King - $69.95,Dark Gray,$69.95,$9.95,yes,1,,,,1,,
49,MainOfferFreeShippingKingSageGreen,MainKingSGGREEN,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” SAGE GREEN",King - $69.95,Sage Green,$69.95,$9.95,yes,1,,,,0,,
50,MainOfferFreeShippingKingSandShell,MainKingSDSHELL,,King,"King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108”, (1) fitted sheet W-78” x L-80” x D-18”, (2) pillow cases 20” x 40” SAND SHELL",King - $69.95,Sand Shell,$69.95,$9.95,yes,1,,,,0,,
51,MainOfferFreeShippingCaCream,EBCACRMAINB,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” CREAM",California King - $79.95,Cream,$79.95,$9.95,yes,1,,,,0,,
52,MainOfferFreeShippingCaCamel,EBCACMMAINB,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” CAMEL",California King - $79.95,Camel,$79.95,$9.95,yes,1,,,,0,,
53,MainOfferFreeShippingCaBrown,EBCABWMAINB,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” BROWN",California King - $79.95,Brown,$79.95,$9.95,yes,1,,,,0,,
54,MainOfferFreeShippingCaBlue,EBCABLMAINB,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” BLUE",California King - $79.95,Blue,$79.95,$9.95,yes,1,,,,0,,
55,MainOfferFreeShippingCaBurgundy,EBCABRMAINA,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” BURGUNDY",California King - $79.95,Burgundy,$79.95,$9.95,yes,1,,,,0,,
56,MainOfferFreeShippingCaWhite,MainCAWhite,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” WHITE",California King - $79.95,White,$79.95,$9.95,yes,1,,,,0,,
57,MainOfferFreeShippingCaLavender,MainCALav,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” LAVENDER",California King - $79.95,Lavender,$79.95,$9.95,yes,1,,,,1,,
58,MainOfferFreeShippingCaDarkGray,EBCADKGRAYMAINA,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” DARK GRAY",California King - $79.95,Dark Gray,$79.95,$9.95,yes,1,,,,1,,
59,MainOfferFreeShippingCaSageGreen,MainCASGGREEN,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” SAGE GREEN",California King - $79.95,Sage Green,$79.95,$9.95,yes,1,,,,1,,
60,MainOfferFreeShippingCaSandShell,MainCASDSHELL,,California King,"CA -King Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110”, (1) fitted sheet W-72” x L-84” x D-18”, (2) pillow cases 20” x 40” SAND SHELL",California King - $79.95,Sand Shell,$79.95,$9.95,yes,1,,,,1,,
61,BlanketTwin/TwinXLPinkLeopard,TwinBlankPL,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Twin/TwinXL W-68” x L-98"" Pink Leopard",Twin/Twin XL - $79.95,Pink Leopard Blanket,$79.95,$9.95,yes,1,,,,1,,
62,BlanketFullPinkLeopard,FullBlankPL,,Full,Effortless Patented Semi-fitted Plush Blanket Full W-88” x L-98” Pink Leopard,Full - $79.95,Leopard,$79.95,$9.95,yes,1,,,,1,,
63,BlanketQueenPinkLeopard,QueenBlankL,,Queen,Effortless Patented Semi-fitted Plush Blanket Queen W-94” x L-108” Pink Leopard,Queen - $79.95,Leopard,$79.95,$9.95,yes,1,,,,0,,
64,BlanketKingPinkLeopard,KingBlankL,,King,Effortless Patented Semi-fitted Plush Blanket King W-112” x L-108”  Pink Leopard,King - $89.95,Leopard,$89.95,$9.95,yes,1,,,,1,,
65,BlanketCAKingPinkLeopard,CABlankL,,California King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” Pink Leopard,California King - $89.95,Leopard,$89.95,$9.95,yes,1,,,,0,,
66,BlanketTwin/TwinXLSandShell,TwinBlankSand,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Blanket Twin/TwinXL W-68” x L-98"" Sand Shell",Twin/Twin XL - $79.95,Sand,$79.95,$9.95,yes,1,,,,0,,
67,BlanketFullSandShell,FullBlankSand,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” Sand Shell,Full - $79.95,Sand,$79.95,$9.95,yes,1,,,,1,,
68,BlanketQueenSandShell,QueenBlankSand,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” Sand Shell,Queen - $79.95,Sand,$79.95,$9.95,yes,1,,,,1,,
69,BlanketKingSandShell,KingBlankSand,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” Sand Shell,King - $89.95,Sand,$89.95,$9.95,yes,1,,,,1,,
70,BlanketCAKingSandShell,CABlankSand,,California King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” Sand Shell,California King - $89.95,Sand,$89.95,$9.95,yes,1,,,,1,,
71,BlanketTwin/TwinXLBlue,TwinBlankBlue,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Twin/TwinXL W-68” x L-98"" Blue",Twin/Twin XL - $79.95,Blue,$79.95,$9.95,yes,1,,,,0,,
72,BlanketFullBlue,FullBlankBlue,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” Blue,Full - $79.95,Blue,$79.95,$9.95,yes,1,,,,1,,
73,BlanketQueenBlue,QueenBlankBlue,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” Blue,Queen - $79.95,Blue,$79.95,$9.95,yes,1,,,,1,,
74,BlanketKingBlue,KingBlankBlue,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” Blue,King - $89.95,Blue,$89.95,$9.95,yes,1,,,,1,,
75,BlanketCAKingBlue,CABlankBlue,,California King,Effortless Patented Semi-fitted Plush Blanket Blanket CA King W-108” x L-110” Blue,California King - $89.95,Blue,$89.95,$9.95,yes,1,,,,0,,
76,MattressTopperTwin/TwinXL,MATTOP-TWIN,,Twin/Twin XL,Effortless Bedding Mattress Topper Twin/TwinXL,Twin/Twin XL - $89.95,White,$89.95,$0.00,yes,1,,,,1,,
77,MattressTopperFull,MATTOP-FULL,,Full,Effortless Bedding Mattress Topper Full,Full - $89.95,White,$89.95,$0.00,yes,1,,,,1,,
78,MattressTopperQueen,MATTOP-QUEEN,,Queen,Effortless Bedding Mattress Topper Queen,Queen - $89.95,White,$89.95,$0.00,yes,1,,,,1,,
79,MattressTopperKing,MATTOP-KING,,King,Effortless Bedding Mattress Topper King,King - $89.95,White,$89.95,$0.00,yes,1,,,,1,,
80,Surcharge,SURCHARGE,,,Shipping Surcharge AK/HI/PR/GU/VI/Canada,Shipping Surcharge,,$0.00,$19.95,yes,1,,,,1,,
81,MainOfferFreeShippingTwinCreamDISC,EBTWCRMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” CREAM - 50% OFF",Twin - $9.97,Cream,$9.97,$9.95,yes,0,,,,10,,
82,MainOfferFreeShippingTwinCamelDISC,EBTWCMMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” CAMEL - 50% OFF",Twin - $9.97,Camel,$9.97,$9.95,yes,0,,,,10,,
83,MainOfferFreeShippingTwinBrownDISC,EBTWBWMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” BROWN - 50% OFF",Twin - $9.97,Brown,$9.97,$9.95,yes,0,,,,10,,
84,MainOfferFreeShippingTwinBlueDISC,EBTWBLMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” BLUE - 50% OFF",Twin - $9.97,Blue,$9.97,$9.95,yes,0,,,,10,,
85,MainOfferFreeShippingTwinBurgundyDISC,EBTWBRMAINA,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” BURGUNDY - 50% OFF",Twin - $9.97,Burgundy,$9.97,$9.95,yes,0,,,,10,,
86,MainOfferFreeShippingTwinWhiteDISC,MaintwinWhite,,Twin,"Twin Microfiber Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98”, (1) fitted sheet W-39” x L-75” X D-16”, (2)  pillow cases 20” x 30” WHITE - 50% OFF",Twin - $9.97,White,$9.97,$9.95,yes,0,,,,10,,
